DAY,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
02-16,68.0,67.0,69.0,55.0,73.0,72.0,76.0,61.0,75.0,84.0,72.0,86.0,74.0,59.0,71.0
02-17,69.0,64.0,80.0,62.0,59.0,74.0,72.0,56.0,73.0,85.0,72.0,89.0,71.0,70.0,71.0
02-18,72.0,69.0,74.0,71.0,62.0,71.0,77.0,66.0,70.0,84.0,75.0,82.0,65.0,69.0,72.0
02-19,59.0,64.0,66.0,74.0,72.0,73.0,75.0,66.0,70.0,78.0,80.0,83.0,58.0,67.0,70.0
02-20,65.0,63.0,62.0,66.0,74.0,57.0,59.0,67.0,51.0,75.0,74.0,83.0,68.0,54.0,66.0
02-21,69.0,66.0,73.0,61.0,80.0,61.0,61.0,72.0,51.0,77.0,78.0,81.0,77.0,61.0,69.0
02-22,70.0,61.0,78.0,66.0,82.0,56.0,67.0,76.0,55.0,79.0,74.0,76.0,80.0,57.0,70.0
02-23,65.0,71.0,62.0,66.0,89.0,58.0,65.0,77.0,63.0,77.0,71.0,70.0,64.0,64.0,69.0
02-24,61.0,72.0,58.0,82.0,83.0,68.0,62.0,78.0,51.0,80.0,58.0,74.0,62.0,55.0,67.0
02-25,64.0,74.0,70.0,69.0,86.0,66.0,71.0,77.0,57.0,76.0,66.0,83.0,67.0,61.0,70.0
02-26,64.0,83.0,73.0,76.0,78.0,67.0,69.0,78.0,63.0,77.0,73.0,86.0,67.0,73.0,73.0
02-27,63.0,79.0,76.0,80.0,76.0,70.0,50.0,75.0,63.0,78.0,75.0,85.0,70.0,69.0,72.0
02-28,66.0,80.0,60.0,83.0,84.0,54.0,70.0,59.0,66.0,82.0,70.0,83.0,66.0,66.0,71.0
03-01,67.0,67.0,58.0,81.0,85.0,63.0,78.0,71.0,87.0,67.0,75.0,83.0,69.0,69.0,73.0
03-02,70.0,78.0,61.0,68.0,90.0,72.0,79.0,61.0,96.0,64.0,68.0,85.0,79.0,78.0,75.0
03-03,68.0,78.0,63.0,62.0,88.0,72.0,77.0,68.0,81.0,71.0,63.0,87.0,76.0,77.0,74.0
03-04,72.0,74.0,67.0,72.0,81.0,71.0,75.0,81.0,73.0,73.0,62.0,89.0,81.0,68.0,74.0
03-05,63.0,80.0,74.0,71.0,77.0,70.0,77.0,83.0,79.0,78.0,70.0,85.0,76.0,69.0,75.0
03-06,56.0,82.0,83.0,63.0,74.0,74.0,82.0,81.0,82.0,83.0,77.0,81.0,67.0,77.0,76.0
03-07,68.0,72.0,87.0,70.0,68.0,57.0,73.0,64.0,80.0,79.0,77.0,69.0,78.0,80.0,73.0
03-08,71.0,58.0,82.0,69.0,73.0,54.0,66.0,65.0,67.0,75.0,76.0,63.0,86.0,78.0,70.0
03-09,81.0,66.0,85.0,70.0,70.0,61.0,80.0,63.0,53.0,73.0,79.0,75.0,88.0,79.0,73.0
03-10,83.0,61.0,83.0,75.0,71.0,36.0,86.0,64.0,65.0,77.0,81.0,83.0,91.0,76.0,74.0
03-11,86.0,56.0,81.0,79.0,75.0,39.0,85.0,75.0,73.0,77.0,81.0,85.0,87.0,73.0,75.0
03-12,82.0,53.0,83.0,80.0,74.0,69.0,82.0,81.0,82.0,80.0,79.0,70.0,86.0,79.0,77.0
03-13,79.0,59.0,86.0,81.0,70.0,73.0,82.0,82.0,89.0,80.0,79.0,77.0,90.0,83.0,79.0
03-14,75.0,75.0,87.0,80.0,69.0,63.0,82.0,82.0,92.0,72.0,81.0,79.0,91.0,82.0,79.0
03-15,61.0,74.0,89.0,71.0,73.0,70.0,84.0,84.0,93.0,75.0,81.0,82.0,89.0,70.0,78.0
03-16,66.0,78.0,95.0,59.0,80.0,76.0,87.0,83.0,89.0,75.0,84.0,84.0,89.0,73.0,80.0
03-17,72.0,76.0,93.0,52.0,84.0,83.0,90.0,79.0,84.0,83.0,82.0,85.0,92.0,71.0,80.0
03-18,71.0,69.0,88.0,67.0,86.0,80.0,88.0,61.0,82.0,78.0,71.0,83.0,93.0,63.0,77.0
03-19,64.0,49.0,86.0,76.0,87.0,70.0,79.0,50.0,80.0,81.0,68.0,84.0,93.0,69.0,74.0
03-20,69.0,58.0,85.0,81.0,86.0,70.0,83.0,58.0,82.0,82.0,78.0,87.0,93.0,78.0,78.0
03-21,68.0,67.0,78.0,81.0,86.0,75.0,73.0,72.0,79.0,81.0,79.0,90.0,91.0,82.0,79.0
03-22,74.0,62.0,72.0,81.0,83.0,81.0,65.0,81.0,81.0,81.0,83.0,85.0,85.0,91.0,79.0
03-23,72.0,76.0,61.0,81.0,66.0,69.0,76.0,83.0,75.0,81.0,83.0,69.0,68.0,81.0,74.0
03-24,67.0,79.0,67.0,85.0,72.0,70.0,71.0,87.0,76.0,82.0,83.0,77.0,74.0,78.0,76.0
03-25,68.0,83.0,78.0,86.0,76.0,78.0,72.0,85.0,81.0,81.0,81.0,80.0,81.0,75.0,79.0
03-26,64.0,79.0,80.0,84.0,78.0,70.0,77.0,75.0,87.0,82.0,85.0,83.0,77.0,72.0,78.0
03-27,77.0,77.0,83.0,84.0,65.0,68.0,77.0,84.0,84.0,74.0,92.0,83.0,80.0,68.0,78.0
03-28,82.0,74.0,60.0,85.0,75.0,78.0,81.0,85.0,84.0,75.0,92.0,82.0,71.0,73.0,78.0
03-29,68.0,76.0,66.0,84.0,79.0,84.0,82.0,83.0,85.0,84.0,92.0,66.0,78.0,82.0,79.0
03-30,70.0,73.0,68.0,81.0,72.0,87.0,82.0,86.0,84.0,80.0,91.0,62.0,86.0,84.0,79.0
03-31,69.0,83.0,79.0,76.0,75.0,82.0,88.0,90.0,85.0,83.0,89.0,64.0,69.0,88.0,80.0
04-01,77.0,74.0,86.0,83.0,76.0,65.0,94.0,75.0,83.0,82.0,88.0,72.0,68.0,86.0,79.0
04-02,85.0,81.0,89.0,82.0,80.0,67.0,94.0,66.0,78.0,68.0,87.0,79.0,75.0,87.0,80.0
04-03,81.0,88.0,89.0,74.0,79.0,80.0,85.0,75.0,82.0,68.0,85.0,85.0,81.0,85.0,81.0
04-04,81.0,80.0,91.0,77.0,71.0,83.0,82.0,81.0,89.0,78.0,87.0,89.0,73.0,88.0,82.0
04-05,74.0,72.0,91.0,81.0,78.0,83.0,91.0,86.0,88.0,73.0,86.0,87.0,85.0,88.0,83.0
04-06,86.0,70.0,91.0,83.0,84.0,72.0,83.0,81.0,86.0,75.0,85.0,93.0,90.0,89.0,83.0
04-07,92.0,80.0,85.0,82.0,89.0,72.0,79.0,88.0,86.0,84.0,87.0,86.0,90.0,91.0,85.0
04-08,80.0,88.0,83.0,82.0,78.0,85.0,77.0,92.0,83.0,90.0,78.0,77.0,91.0,89.0,84.0
04-09,67.0,88.0,80.0,67.0,77.0,84.0,54.0,92.0,66.0,91.0,84.0,81.0,79.0,89.0,78.0
04-10,70.0,79.0,81.0,72.0,82.0,84.0,59.0,92.0,69.0,94.0,84.0,68.0,84.0,95.0,80.0
04-11,76.0,82.0,84.0,76.0,59.0,86.0,84.0,79.0,79.0,93.0,87.0,74.0,89.0,95.0,82.0
04-12,85.0,90.0,78.0,82.0,71.0,84.0,81.0,70.0,81.0,84.0,67.0,77.0,89.0,87.0,80.0
04-13,90.0,90.0,68.0,90.0,82.0,75.0,81.0,77.0,85.0,85.0,84.0,82.0,92.0,68.0,82.0
04-14,87.0,92.0,78.0,94.0,83.0,82.0,74.0,61.0,85.0,82.0,86.0,89.0,89.0,77.0,83.0
04-15,89.0,77.0,80.0,91.0,76.0,87.0,86.0,67.0,87.0,89.0,83.0,82.0,88.0,90.0,84.0
04-16,91.0,84.0,66.0,81.0,63.0,84.0,91.0,79.0,85.0,88.0,71.0,73.0,88.0,89.0,81.0
04-17,89.0,85.0,75.0,71.0,69.0,88.0,93.0,90.0,68.0,90.0,75.0,78.0,89.0,77.0,81.0
04-18,86.0,81.0,86.0,88.0,80.0,87.0,90.0,93.0,71.0,76.0,82.0,80.0,91.0,85.0,84.0
04-19,84.0,86.0,82.0,89.0,89.0,80.0,88.0,90.0,80.0,81.0,87.0,86.0,89.0,89.0,86.0
04-20,79.0,84.0,81.0,82.0,91.0,82.0,89.0,94.0,84.0,86.0,86.0,90.0,89.0,73.0,85.0
04-21,84.0,90.0,67.0,83.0,96.0,77.0,87.0,99.0,90.0,92.0,84.0,94.0,90.0,83.0,87.0
04-22,86.0,90.0,81.0,87.0,93.0,56.0,88.0,100.0,92.0,93.0,84.0,94.0,94.0,89.0,88.0
04-23,89.0,81.0,76.0,86.0,89.0,62.0,88.0,98.0,89.0,86.0,83.0,89.0,97.0,92.0,86.0
04-24,69.0,79.0,77.0,85.0,87.0,74.0,84.0,95.0,91.0,88.0,77.0,86.0,92.0,95.0,84.0
04-25,74.0,84.0,85.0,85.0,85.0,85.0,81.0,94.0,85.0,89.0,82.0,81.0,82.0,94.0,85.0
04-26,78.0,90.0,87.0,90.0,79.0,87.0,83.0,79.0,86.0,72.0,71.0,73.0,85.0,94.0,82.0
04-27,82.0,73.0,91.0,87.0,85.0,89.0,83.0,83.0,90.0,75.0,81.0,82.0,90.0,94.0,85.0
04-28,81.0,72.0,89.0,92.0,89.0,88.0,92.0,88.0,95.0,82.0,84.0,80.0,81.0,93.0,86.0
04-29,71.0,84.0,89.0,93.0,88.0,74.0,92.0,88.0,96.0,81.0,88.0,75.0,72.0,91.0,84.0
04-30,82.0,90.0,91.0,89.0,91.0,66.0,79.0,90.0,96.0,83.0,93.0,80.0,82.0,85.0,86.0
05-01,84.0,94.0,89.0,80.0,92.0,72.0,72.0,91.0,90.0,84.0,96.0,76.0,88.0,80.0,85.0
05-02,86.0,94.0,88.0,80.0,85.0,75.0,80.0,89.0,92.0,89.0,92.0,85.0,91.0,71.0,86.0
05-03,85.0,90.0,89.0,89.0,91.0,81.0,90.0,92.0,89.0,96.0,89.0,90.0,95.0,78.0,89.0
05-04,89.0,89.0,86.0,91.0,92.0,92.0,95.0,93.0,91.0,96.0,82.0,98.0,100.0,90.0,92.0
05-05,89.0,84.0,77.0,88.0,92.0,97.0,94.0,93.0,89.0,91.0,81.0,93.0,103.0,98.0,91.0
05-06,77.0,86.0,77.0,77.0,97.0,94.0,95.0,92.0,85.0,88.0,86.0,80.0,92.0,101.0,88.0
05-07,78.0,86.0,86.0,85.0,101.0,94.0,96.0,87.0,83.0,74.0,83.0,78.0,79.0,100.0,86.0
05-08,82.0,91.0,87.0,89.0,100.0,95.0,92.0,88.0,83.0,79.0,78.0,77.0,76.0,101.0,87.0
05-09,88.0,92.0,91.0,91.0,101.0,93.0,81.0,80.0,82.0,86.0,74.0,84.0,68.0,101.0,87.0
05-10,87.0,93.0,96.0,90.0,100.0,82.0,74.0,89.0,86.0,92.0,81.0,90.0,74.0,101.0,88.0
05-11,80.0,98.0,101.0,95.0,100.0,83.0,79.0,94.0,88.0,80.0,90.0,93.0,86.0,97.0,90.0
05-12,86.0,96.0,101.0,89.0,96.0,77.0,87.0,95.0,92.0,82.0,82.0,98.0,96.0,91.0,91.0
05-13,91.0,96.0,100.0,77.0,97.0,85.0,97.0,98.0,95.0,86.0,88.0,98.0,97.0,90.0,92.0
05-14,93.0,99.0,96.0,79.0,98.0,85.0,92.0,99.0,96.0,87.0,85.0,98.0,90.0,95.0,92.0
05-15,94.0,97.0,96.0,85.0,97.0,88.0,92.0,98.0,97.0,94.0,74.0,94.0,87.0,96.0,92.0
05-16,95.0,97.0,93.0,84.0,98.0,92.0,88.0,100.0,97.0,99.0,74.0,91.0,74.0,96.0,91.0
05-17,89.0,93.0,95.0,90.0,98.0,95.0,80.0,99.0,93.0,99.0,86.0,87.0,86.0,95.0,92.0
05-18,90.0,98.0,95.0,96.0,102.0,86.0,78.0,95.0,91.0,99.0,89.0,82.0,82.0,90.0,91.0
05-19,97.0,99.0,97.0,102.0,97.0,87.0,74.0,93.0,91.0,97.0,84.0,87.0,81.0,93.0,91.0
05-20,104.0,98.0,95.0,102.0,86.0,93.0,81.0,99.0,92.0,95.0,90.0,93.0,91.0,95.0,94.0
05-21,106.0,99.0,90.0,92.0,68.0,96.0,89.0,104.0,94.0,92.0,87.0,88.0,97.0,93.0,92.0
05-22,108.0,86.0,87.0,73.0,80.0,93.0,91.0,104.0,98.0,91.0,82.0,89.0,98.0,90.0,91.0
05-23,105.0,89.0,86.0,68.0,86.0,86.0,90.0,102.0,97.0,85.0,79.0,90.0,100.0,93.0,90.0
05-24,100.0,98.0,94.0,80.0,93.0,78.0,87.0,95.0,97.0,85.0,82.0,89.0,102.0,97.0,91.0
05-25,100.0,99.0,96.0,87.0,92.0,87.0,93.0,94.0,97.0,89.0,88.0,88.0,95.0,97.0,93.0
05-26,100.0,95.0,95.0,85.0,93.0,94.0,98.0,83.0,95.0,97.0,93.0,81.0,95.0,90.0,92.0
05-27,94.0,92.0,96.0,92.0,93.0,99.0,100.0,84.0,96.0,102.0,94.0,87.0,94.0,93.0,94.0
05-28,86.0,88.0,95.0,91.0,96.0,100.0,100.0,93.0,94.0,101.0,97.0,93.0,99.0,94.0,95.0
05-29,89.0,92.0,95.0,94.0,95.0,93.0,94.0,99.0,93.0,92.0,98.0,94.0,99.0,98.0,95.0
05-30,92.0,93.0,96.0,96.0,97.0,94.0,81.0,95.0,96.0,102.0,101.0,93.0,97.0,99.0,95.0
05-31,92.0,98.0,96.0,97.0,94.0,96.0,97.0,102.0,98.0,104.0,103.0,93.0,99.0,99.0,98.0
06-01,97.0,103.0,96.0,100.0,95.0,94.0,101.0,106.0,104.0,102.0,103.0,96.0,95.0,99.0,99.0
06-02,91.0,102.0,96.0,98.0,97.0,94.0,95.0,102.0,105.0,107.0,101.0,101.0,97.0,103.0,99.0
06-03,90.0,105.0,97.0,97.0,100.0,96.0,97.0,99.0,102.0,106.0,100.0,105.0,102.0,105.0,100.0
06-04,90.0,105.0,101.0,96.0,101.0,99.0,103.0,99.0,101.0,106.0,94.0,109.0,104.0,104.0,101.0
06-05,94.0,98.0,103.0,87.0,92.0,103.0,102.0,100.0,100.0,106.0,95.0,110.0,103.0,102.0,100.0
06-06,93.0,99.0,91.0,97.0,93.0,105.0,98.0,101.0,103.0,102.0,99.0,110.0,104.0,104.0,100.0
06-07,93.0,98.0,89.0,97.0,90.0,105.0,98.0,101.0,107.0,102.0,100.0,103.0,105.0,104.0,99.0
06-08,96.0,99.0,97.0,97.0,94.0,104.0,97.0,103.0,104.0,100.0,97.0,101.0,101.0,105.0,100.0
06-09,94.0,101.0,99.0,101.0,91.0,104.0,97.0,102.0,103.0,104.0,89.0,100.0,102.0,104.0,99.0
06-10,91.0,100.0,97.0,104.0,91.0,99.0,99.0,99.0,107.0,105.0,94.0,95.0,102.0,103.0,99.0
06-11,92.0,100.0,87.0,98.0,91.0,94.0,99.0,101.0,107.0,102.0,93.0,95.0,97.0,104.0,97.0
06-12,92.0,102.0,93.0,97.0,96.0,86.0,99.0,103.0,108.0,105.0,98.0,100.0,95.0,104.0,98.0
06-13,97.0,104.0,100.0,101.0,95.0,88.0,101.0,102.0,103.0,104.0,101.0,96.0,95.0,106.0,100.0
06-14,104.0,107.0,103.0,106.0,95.0,92.0,101.0,100.0,103.0,102.0,102.0,98.0,101.0,105.0,101.0
06-15,104.0,101.0,104.0,106.0,93.0,100.0,105.0,100.0,102.0,101.0,107.0,99.0,105.0,88.0,101.0
06-16,102.0,96.0,103.0,107.0,96.0,99.0,102.0,99.0,105.0,101.0,108.0,100.0,104.0,81.0,100.0
06-17,99.0,100.0,103.0,107.0,96.0,102.0,102.0,104.0,104.0,98.0,107.0,102.0,105.0,93.0,102.0
06-18,101.0,104.0,101.0,106.0,95.0,104.0,104.0,104.0,104.0,98.0,109.0,108.0,107.0,98.0,103.0
06-19,105.0,107.0,103.0,105.0,82.0,102.0,100.0,104.0,106.0,99.0,110.0,115.0,114.0,98.0,104.0
06-20,107.0,104.0,103.0,108.0,92.0,102.0,97.0,105.0,104.0,103.0,108.0,111.0,115.0,101.0,104.0
06-21,109.0,102.0,106.0,110.0,98.0,103.0,105.0,106.0,104.0,103.0,105.0,106.0,115.0,106.0,106.0
06-22,106.0,95.0,106.0,105.0,102.0,102.0,108.0,106.0,103.0,103.0,106.0,108.0,109.0,105.0,105.0
06-23,103.0,100.0,105.0,106.0,102.0,108.0,106.0,106.0,102.0,103.0,107.0,96.0,109.0,101.0,104.0
06-24,99.0,101.0,103.0,106.0,103.0,108.0,106.0,99.0,103.0,102.0,106.0,102.0,113.0,99.0,104.0
06-25,103.0,106.0,105.0,100.0,91.0,103.0,107.0,102.0,102.0,103.0,105.0,99.0,109.0,102.0,103.0
06-26,102.0,100.0,106.0,97.0,99.0,102.0,109.0,103.0,102.0,103.0,103.0,101.0,106.0,105.0,103.0
06-27,105.0,100.0,106.0,98.0,101.0,104.0,112.0,106.0,105.0,101.0,105.0,104.0,106.0,105.0,104.0
06-28,108.0,98.0,105.0,101.0,101.0,107.0,109.0,104.0,108.0,102.0,101.0,101.0,105.0,103.0,104.0
06-29,106.0,102.0,105.0,104.0,101.0,104.0,107.0,106.0,110.0,106.0,104.0,98.0,104.0,101.0,104.0
06-30,108.0,100.0,106.0,102.0,101.0,103.0,103.0,104.0,110.0,104.0,100.0,85.0,104.0,98.0,102.0
07-01,107.0,101.0,107.0,104.0,97.0,104.0,108.0,104.0,105.0,105.0,95.0,85.0,107.0,100.0,102.0
07-02,105.0,100.0,107.0,105.0,98.0,105.0,110.0,103.0,101.0,103.0,100.0,96.0,105.0,102.0,103.0
07-03,105.0,98.0,106.0,103.0,96.0,102.0,105.0,92.0,106.0,103.0,101.0,100.0,102.0,101.0,101.0
07-04,106.0,97.0,110.0,101.0,95.0,98.0,99.0,84.0,105.0,95.0,93.0,103.0,105.0,102.0,100.0
07-05,109.0,92.0,109.0,99.0,102.0,98.0,99.0,94.0,99.0,95.0,89.0,104.0,105.0,109.0,100.0
07-06,108.0,95.0,103.0,100.0,102.0,101.0,97.0,98.0,103.0,97.0,94.0,100.0,109.0,105.0,101.0
07-07,107.0,92.0,104.0,96.0,99.0,103.0,100.0,100.0,105.0,97.0,100.0,101.0,111.0,106.0,102.0
07-08,106.0,97.0,101.0,98.0,100.0,103.0,101.0,100.0,103.0,99.0,100.0,103.0,108.0,104.0,102.0
07-09,105.0,102.0,99.0,90.0,101.0,103.0,100.0,104.0,99.0,96.0,94.0,105.0,101.0,98.0,100.0
07-10,104.0,101.0,99.0,84.0,103.0,100.0,95.0,104.0,97.0,98.0,94.0,105.0,103.0,91.0,98.0
07-11,105.0,104.0,100.0,88.0,105.0,99.0,88.0,102.0,91.0,98.0,101.0,105.0,92.0,87.0,98.0
07-12,109.0,103.0,103.0,87.0,106.0,101.0,97.0,100.0,93.0,99.0,101.0,105.0,99.0,95.0,100.0
07-13,107.0,105.0,103.0,90.0,107.0,104.0,98.0,91.0,99.0,101.0,100.0,104.0,102.0,97.0,101.0
07-14,106.0,105.0,99.0,88.0,105.0,102.0,98.0,91.0,100.0,94.0,99.0,105.0,100.0,86.0,98.0
07-15,107.0,104.0,105.0,96.0,101.0,106.0,99.0,94.0,103.0,86.0,96.0,106.0,102.0,86.0,99.0
07-16,107.0,103.0,105.0,100.0,103.0,101.0,105.0,93.0,91.0,97.0,101.0,103.0,94.0,97.0,100.0
07-17,110.0,100.0,105.0,101.0,106.0,104.0,104.0,95.0,98.0,96.0,92.0,98.0,91.0,100.0,100.0
07-18,107.0,104.0,108.0,102.0,105.0,103.0,102.0,98.0,96.0,98.0,92.0,98.0,94.0,94.0,100.0
07-19,106.0,102.0,103.0,93.0,108.0,105.0,101.0,98.0,91.0,100.0,93.0,101.0,97.0,99.0,100.0
07-20,102.0,105.0,94.0,88.0,103.0,102.0,100.0,97.0,94.0,101.0,97.0,100.0,93.0,99.0,98.0
07-21,105.0,110.0,92.0,92.0,99.0,98.0,101.0,93.0,91.0,102.0,102.0,105.0,94.0,98.0,99.0
07-22,101.0,106.0,93.0,96.0,100.0,93.0,98.0,91.0,93.0,104.0,98.0,106.0,95.0,103.0,98.0
07-23,97.0,105.0,94.0,94.0,95.0,93.0,97.0,95.0,95.0,105.0,92.0,105.0,91.0,108.0,98.0
07-24,93.0,107.0,91.0,99.0,95.0,99.0,93.0,94.0,92.0,108.0,97.0,102.0,86.0,109.0,98.0
07-25,100.0,102.0,85.0,96.0,97.0,99.0,91.0,97.0,92.0,100.0,100.0,101.0,93.0,108.0,97.0
07-26,102.0,95.0,92.0,94.0,102.0,96.0,99.0,96.0,96.0,99.0,101.0,105.0,96.0,103.0,98.0
07-27,98.0,84.0,91.0,93.0,106.0,93.0,100.0,100.0,96.0,98.0,101.0,105.0,99.0,103.0,98.0
07-28,99.0,85.0,85.0,96.0,107.0,93.0,101.0,93.0,101.0,93.0,100.0,105.0,94.0,99.0,96.0
07-29,98.0,85.0,92.0,98.0,101.0,95.0,96.0,93.0,99.0,102.0,93.0,105.0,88.0,98.0,96.0
07-30,91.0,83.0,92.0,101.0,102.0,92.0,98.0,94.0,104.0,103.0,98.0,97.0,88.0,102.0,96.0
07-31,94.0,88.0,90.0,103.0,103.0,81.0,101.0,95.0,99.0,98.0,99.0,93.0,98.0,101.0,96.0
08-01,96.0,90.0,91.0,104.0,104.0,91.0,100.0,98.0,95.0,92.0,98.0,91.0,94.0,105.0,96.0
08-02,97.0,93.0,92.0,102.0,107.0,93.0,105.0,99.0,93.0,86.0,100.0,83.0,90.0,102.0,96.0
08-03,90.0,85.0,97.0,96.0,106.0,100.0,99.0,101.0,100.0,96.0,103.0,91.0,97.0,104.0,98.0
08-04,95.0,86.0,93.0,95.0,106.0,102.0,102.0,101.0,99.0,98.0,105.0,89.0,97.0,105.0,98.0
