DAY,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
08-05,97.0,93.0,83.0,99.0,108.0,103.0,103.0,103.0,94.0,100.0,105.0,95.0,97.0,107.0,99.0
08-06,98.0,98.0,79.0,99.0,106.0,99.0,95.0,103.0,83.0,101.0,94.0,101.0,93.0,108.0,97.0
08-07,94.0,93.0,91.0,99.0,102.0,93.0,97.0,104.0,95.0,99.0,99.0,102.0,82.0,105.0,97.0
08-08,84.0,98.0,97.0,91.0,100.0,93.0,97.0,108.0,99.0,99.0,96.0,101.0,100.0,90.0,97.0
08-09,83.0,94.0,97.0,88.0,101.0,96.0,98.0,105.0,104.0,98.0,97.0,87.0,106.0,92.0,96.0
08-10,85.0,94.0,96.0,96.0,102.0,100.0,91.0,106.0,99.0,98.0,99.0,92.0,100.0,91.0,96.0
08-11,92.0,93.0,99.0,99.0,99.0,101.0,93.0,103.0,98.0,100.0,98.0,91.0,100.0,94.0,97.0
08-12,95.0,93.0,106.0,99.0,103.0,103.0,91.0,108.0,104.0,93.0,101.0,95.0,99.0,98.0,99.0
08-13,92.0,90.0,104.0,93.0,85.0,103.0,98.0,109.0,104.0,94.0,106.0,99.0,91.0,95.0,97.0
08-14,78.0,89.0,97.0,91.0,98.0,104.0,99.0,104.0,104.0,92.0,106.0,98.0,91.0,97.0,96.0
08-15,90.0,90.0,99.0,94.0,100.0,103.0,95.0,97.0,103.0,94.0,109.0,100.0,97.0,89.0,97.0
08-16,94.0,85.0,100.0,96.0,102.0,94.0,99.0,89.0,107.0,99.0,105.0,102.0,95.0,93.0,97.0
08-17,96.0,93.0,102.0,95.0,104.0,98.0,103.0,88.0,107.0,99.0,103.0,101.0,99.0,97.0,99.0
08-18,95.0,96.0,101.0,98.0,105.0,102.0,102.0,93.0,107.0,93.0,102.0,100.0,97.0,98.0,99.0
08-19,94.0,98.0,97.0,99.0,100.0,104.0,92.0,100.0,105.0,89.0,101.0,96.0,91.0,101.0,98.0
08-20,98.0,97.0,96.0,100.0,101.0,103.0,97.0,100.0,103.0,91.0,99.0,96.0,91.0,101.0,98.0
08-21,101.0,95.0,102.0,101.0,99.0,99.0,99.0,97.0,97.0,85.0,99.0,93.0,97.0,91.0,97.0
08-22,99.0,90.0,100.0,100.0,88.0,98.0,102.0,88.0,101.0,89.0,96.0,94.0,102.0,94.0,96.0
08-23,80.0,95.0,101.0,101.0,93.0,103.0,106.0,91.0,97.0,94.0,101.0,95.0,97.0,85.0,96.0
08-24,91.0,87.0,98.0,99.0,96.0,106.0,107.0,94.0,91.0,98.0,99.0,96.0,97.0,92.0,96.0
08-25,96.0,90.0,90.0,90.0,97.0,93.0,103.0,96.0,93.0,90.0,93.0,98.0,102.0,91.0,94.0
08-26,101.0,94.0,96.0,85.0,101.0,82.0,107.0,99.0,99.0,89.0,99.0,90.0,104.0,92.0,96.0
08-27,101.0,97.0,99.0,91.0,104.0,90.0,108.0,103.0,101.0,95.0,99.0,95.0,103.0,97.0,99.0
08-28,103.0,100.0,103.0,91.0,105.0,91.0,102.0,101.0,99.0,99.0,100.0,95.0,102.0,98.0,99.0
08-29,103.0,98.0,106.0,95.0,104.0,92.0,106.0,101.0,86.0,101.0,104.0,99.0,103.0,99.0,100.0
08-30,101.0,94.0,100.0,94.0,104.0,92.0,106.0,99.0,93.0,103.0,97.0,100.0,102.0,98.0,99.0
08-31,99.0,96.0,101.0,88.0,101.0,94.0,107.0,96.0,97.0,102.0,97.0,97.0,101.0,100.0,98.0
09-01,92.0,98.0,103.0,91.0,99.0,99.0,104.0,100.0,99.0,102.0,98.0,99.0,103.0,95.0,99.0
09-02,96.0,95.0,99.0,95.0,97.0,100.0,99.0,101.0,98.0,103.0,93.0,97.0,94.0,91.0,97.0
09-03,90.0,86.0,100.0,95.0,98.0,101.0,102.0,96.0,101.0,99.0,89.0,99.0,99.0,90.0,96.0
09-04,95.0,88.0,98.0,98.0,96.0,98.0,105.0,90.0,101.0,98.0,82.0,100.0,102.0,91.0,96.0
09-05,95.0,87.0,97.0,99.0,91.0,99.0,94.0,94.0,103.0,93.0,81.0,103.0,104.0,94.0,95.0
09-06,97.0,91.0,86.0,101.0,94.0,93.0,100.0,94.0,100.0,93.0,96.0,93.0,102.0,97.0,96.0
09-07,98.0,79.0,92.0,99.0,93.0,93.0,102.0,86.0,87.0,93.0,97.0,76.0,100.0,97.0,92.0
09-08,95.0,87.0,97.0,94.0,90.0,92.0,103.0,91.0,83.0,80.0,95.0,87.0,93.0,101.0,92.0
09-09,95.0,86.0,99.0,96.0,95.0,91.0,97.0,91.0,85.0,90.0,90.0,93.0,92.0,100.0,93.0
09-10,92.0,90.0,99.0,88.0,99.0,91.0,92.0,91.0,87.0,92.0,81.0,97.0,100.0,100.0,93.0
09-11,93.0,91.0,97.0,88.0,99.0,93.0,89.0,83.0,90.0,96.0,95.0,98.0,102.0,102.0,94.0
09-12,93.0,85.0,99.0,88.0,97.0,98.0,88.0,86.0,95.0,99.0,102.0,91.0,105.0,101.0,95.0
09-13,93.0,87.0,102.0,91.0,93.0,99.0,90.0,92.0,96.0,92.0,97.0,91.0,101.0,100.0,95.0
09-14,89.0,89.0,101.0,96.0,94.0,99.0,86.0,86.0,98.0,95.0,92.0,93.0,97.0,104.0,94.0
09-15,93.0,87.0,97.0,92.0,95.0,100.0,83.0,89.0,99.0,95.0,93.0,93.0,94.0,103.0,94.0
09-16,98.0,87.0,91.0,88.0,94.0,101.0,88.0,93.0,100.0,82.0,94.0,92.0,95.0,101.0,93.0
09-17,98.0,88.0,90.0,92.0,95.0,103.0,90.0,91.0,99.0,82.0,96.0,95.0,96.0,103.0,94.0
09-18,99.0,89.0,91.0,94.0,95.0,105.0,92.0,97.0,99.0,83.0,97.0,100.0,97.0,99.0,96.0
09-19,94.0,91.0,93.0,95.0,94.0,101.0,97.0,98.0,98.0,91.0,95.0,95.0,96.0,83.0,94.0
09-20,99.0,88.0,91.0,96.0,96.0,100.0,98.0,99.0,101.0,89.0,95.0,92.0,95.0,88.0,95.0
09-21,98.0,86.0,93.0,96.0,97.0,93.0,95.0,100.0,96.0,93.0,79.0,96.0,95.0,93.0,94.0
09-22,98.0,88.0,92.0,95.0,96.0,88.0,98.0,99.0,94.0,96.0,84.0,93.0,90.0,94.0,93.0
09-23,100.0,85.0,87.0,97.0,88.0,91.0,100.0,101.0,90.0,98.0,91.0,85.0,85.0,96.0,92.0
09-24,99.0,92.0,87.0,99.0,93.0,97.0,98.0,97.0,97.0,98.0,96.0,86.0,83.0,93.0,94.0
09-25,97.0,94.0,90.0,95.0,97.0,100.0,95.0,93.0,95.0,98.0,94.0,90.0,86.0,93.0,94.0
09-26,103.0,96.0,94.0,91.0,99.0,96.0,93.0,92.0,93.0,91.0,97.0,77.0,88.0,96.0,93.0
09-27,99.0,94.0,94.0,94.0,100.0,95.0,92.0,92.0,80.0,92.0,96.0,83.0,87.0,99.0,93.0
09-28,95.0,95.0,92.0,93.0,102.0,98.0,93.0,86.0,88.0,89.0,96.0,89.0,92.0,97.0,93.0
09-29,94.0,94.0,91.0,93.0,100.0,101.0,95.0,92.0,90.0,89.0,98.0,93.0,95.0,97.0,94.0
09-30,94.0,96.0,92.0,94.0,95.0,103.0,93.0,96.0,91.0,87.0,101.0,86.0,96.0,96.0,94.0
10-01,91.0,95.0,84.0,94.0,89.0,99.0,94.0,98.0,92.0,90.0,100.0,91.0,95.0,73.0,92.0
10-02,94.0,93.0,86.0,94.0,89.0,99.0,93.0,99.0,90.0,90.0,97.0,88.0,92.0,87.0,92.0
10-03,92.0,94.0,93.0,90.0,78.0,95.0,91.0,97.0,92.0,96.0,90.0,86.0,95.0,86.0,91.0
10-04,92.0,97.0,93.0,87.0,87.0,89.0,89.0,94.0,86.0,97.0,89.0,84.0,98.0,87.0,91.0
10-05,95.0,92.0,89.0,80.0,83.0,88.0,84.0,93.0,82.0,92.0,83.0,89.0,99.0,82.0,88.0
10-06,94.0,88.0,74.0,85.0,84.0,88.0,72.0,90.0,89.0,91.0,79.0,87.0,94.0,85.0,86.0
10-07,94.0,90.0,80.0,92.0,82.0,89.0,70.0,89.0,94.0,90.0,75.0,95.0,94.0,75.0,86.0
10-08,92.0,85.0,92.0,94.0,75.0,86.0,74.0,91.0,89.0,78.0,84.0,92.0,93.0,71.0,85.0
10-09,80.0,79.0,95.0,92.0,82.0,87.0,81.0,89.0,88.0,75.0,87.0,92.0,86.0,74.0,85.0
10-10,78.0,81.0,95.0,90.0,84.0,87.0,86.0,89.0,70.0,83.0,91.0,94.0,90.0,81.0,86.0
10-11,81.0,85.0,92.0,82.0,83.0,87.0,87.0,86.0,76.0,89.0,91.0,95.0,96.0,79.0,86.0
10-12,84.0,88.0,93.0,68.0,86.0,89.0,92.0,75.0,85.0,87.0,90.0,92.0,93.0,74.0,85.0
10-13,87.0,88.0,80.0,71.0,85.0,94.0,97.0,77.0,88.0,85.0,93.0,90.0,93.0,67.0,85.0
10-14,83.0,80.0,79.0,75.0,87.0,93.0,95.0,90.0,83.0,91.0,95.0,94.0,93.0,71.0,86.0
10-15,82.0,69.0,84.0,86.0,90.0,88.0,99.0,92.0,82.0,92.0,84.0,95.0,95.0,75.0,87.0
10-16,84.0,78.0,82.0,90.0,96.0,85.0,94.0,88.0,79.0,89.0,90.0,94.0,93.0,68.0,86.0
10-17,87.0,79.0,79.0,91.0,98.0,85.0,92.0,90.0,80.0,88.0,84.0,93.0,94.0,73.0,87.0
10-18,78.0,73.0,80.0,92.0,94.0,81.0,93.0,85.0,82.0,90.0,87.0,91.0,96.0,78.0,86.0
10-19,75.0,77.0,91.0,91.0,92.0,81.0,95.0,90.0,86.0,87.0,86.0,90.0,93.0,83.0,87.0
10-20,83.0,82.0,93.0,92.0,81.0,71.0,91.0,88.0,84.0,84.0,80.0,93.0,90.0,85.0,86.0
10-21,89.0,84.0,80.0,88.0,77.0,67.0,90.0,85.0,85.0,85.0,70.0,96.0,82.0,84.0,83.0
10-22,86.0,87.0,74.0,86.0,81.0,71.0,92.0,85.0,89.0,89.0,74.0,95.0,90.0,83.0,84.0
10-23,84.0,85.0,84.0,86.0,83.0,73.0,92.0,85.0,91.0,90.0,78.0,93.0,96.0,76.0,85.0
10-24,85.0,78.0,89.0,87.0,84.0,79.0,89.0,83.0,91.0,93.0,85.0,90.0,93.0,80.0,86.0
10-25,87.0,78.0,89.0,88.0,85.0,81.0,89.0,80.0,85.0,94.0,84.0,88.0,94.0,80.0,86.0
10-26,74.0,73.0,88.0,92.0,82.0,79.0,79.0,82.0,86.0,87.0,86.0,95.0,90.0,82.0,84.0
10-27,83.0,79.0,91.0,87.0,84.0,80.0,74.0,87.0,89.0,84.0,83.0,96.0,87.0,86.0,85.0
10-28,82.0,86.0,93.0,89.0,63.0,89.0,84.0,89.0,81.0,85.0,81.0,92.0,89.0,90.0,85.0
10-29,80.0,74.0,88.0,91.0,58.0,94.0,84.0,88.0,81.0,88.0,81.0,93.0,91.0,87.0,84.0
10-30,80.0,78.0,89.0,89.0,64.0,87.0,88.0,88.0,69.0,90.0,66.0,93.0,84.0,81.0,82.0
10-31,84.0,79.0,82.0,91.0,80.0,78.0,89.0,88.0,74.0,90.0,75.0,89.0,78.0,70.0,82.0
11-01,87.0,80.0,85.0,91.0,86.0,81.0,87.0,87.0,79.0,85.0,80.0,83.0,83.0,72.0,83.0
11-02,88.0,84.0,84.0,87.0,88.0,85.0,77.0,82.0,86.0,72.0,84.0,82.0,83.0,78.0,83.0
11-03,82.0,85.0,88.0,84.0,92.0,88.0,83.0,82.0,80.0,68.0,80.0,83.0,83.0,78.0,83.0
11-04,83.0,84.0,90.0,80.0,89.0,83.0,80.0,86.0,79.0,72.0,66.0,76.0,81.0,79.0,81.0
11-05,80.0,80.0,90.0,71.0,92.0,85.0,61.0,88.0,71.0,76.0,66.0,78.0,81.0,81.0,79.0
11-06,84.0,85.0,89.0,70.0,84.0,86.0,62.0,90.0,77.0,79.0,70.0,82.0,81.0,83.0,80.0
11-07,85.0,88.0,89.0,75.0,84.0,81.0,56.0,89.0,82.0,80.0,78.0,83.0,79.0,82.0,81.0
11-08,90.0,88.0,87.0,80.0,82.0,80.0,60.0,83.0,82.0,85.0,80.0,84.0,77.0,79.0,81.0
11-09,87.0,83.0,85.0,77.0,84.0,67.0,70.0,78.0,83.0,85.0,79.0,79.0,83.0,77.0,80.0
11-10,86.0,80.0,82.0,65.0,88.0,71.0,72.0,61.0,86.0,84.0,71.0,76.0,85.0,77.0,77.0
11-11,70.0,84.0,79.0,67.0,87.0,68.0,71.0,58.0,88.0,80.0,63.0,79.0,84.0,71.0,75.0
11-12,73.0,72.0,75.0,70.0,82.0,67.0,71.0,69.0,87.0,80.0,76.0,79.0,88.0,63.0,75.0
11-13,80.0,74.0,83.0,76.0,69.0,73.0,61.0,74.0,80.0,80.0,80.0,81.0,85.0,62.0,76.0
11-14,80.0,76.0,86.0,79.0,66.0,71.0,68.0,81.0,82.0,79.0,79.0,83.0,88.0,65.0,77.0
11-15,77.0,75.0,77.0,76.0,67.0,70.0,67.0,77.0,76.0,75.0,71.0,88.0,88.0,73.0,76.0
11-16,79.0,81.0,77.0,80.0,75.0,74.0,70.0,78.0,76.0,68.0,62.0,85.0,89.0,75.0,76.0
11-17,78.0,84.0,80.0,85.0,78.0,75.0,75.0,77.0,77.0,68.0,58.0,71.0,85.0,73.0,76.0
11-18,75.0,83.0,85.0,85.0,78.0,80.0,74.0,76.0,79.0,72.0,65.0,77.0,78.0,72.0,77.0
11-19,75.0,85.0,87.0,85.0,74.0,80.0,70.0,75.0,79.0,74.0,77.0,83.0,78.0,74.0,78.0
11-20,74.0,83.0,85.0,84.0,77.0,77.0,72.0,79.0,76.0,74.0,80.0,82.0,79.0,76.0,78.0
11-21,79.0,85.0,80.0,73.0,79.0,68.0,62.0,79.0,74.0,69.0,81.0,73.0,78.0,75.0,75.0
11-22,79.0,82.0,79.0,79.0,76.0,63.0,70.0,81.0,64.0,70.0,79.0,69.0,85.0,64.0,74.0
11-23,78.0,81.0,67.0,77.0,73.0,63.0,80.0,84.0,55.0,66.0,82.0,76.0,88.0,69.0,74.0
11-24,77.0,78.0,62.0,81.0,73.0,63.0,75.0,83.0,58.0,64.0,79.0,76.0,88.0,70.0,73.0
11-25,74.0,77.0,63.0,76.0,76.0,58.0,62.0,82.0,59.0,65.0,76.0,76.0,87.0,71.0,72.0
11-26,76.0,72.0,63.0,78.0,77.0,68.0,71.0,78.0,66.0,75.0,72.0,78.0,91.0,73.0,74.0
11-27,57.0,66.0,73.0,64.0,78.0,73.0,71.0,80.0,63.0,83.0,62.0,62.0,91.0,75.0,71.0
11-28,55.0,66.0,75.0,61.0,71.0,60.0,76.0,78.0,73.0,84.0,63.0,61.0,76.0,78.0,70.0
11-29,65.0,55.0,66.0,64.0,58.0,48.0,77.0,75.0,75.0,81.0,62.0,56.0,79.0,75.0,67.0
11-30,69.0,51.0,67.0,71.0,59.0,59.0,79.0,75.0,71.0,76.0,61.0,62.0,76.0,61.0,67.0
12-01,75.0,65.0,61.0,75.0,64.0,73.0,61.0,76.0,70.0,72.0,63.0,64.0,76.0,61.0,68.0
12-02,77.0,67.0,63.0,80.0,65.0,80.0,53.0,77.0,72.0,72.0,70.0,61.0,78.0,57.0,69.0
12-03,70.0,64.0,74.0,72.0,65.0,78.0,53.0,74.0,74.0,78.0,77.0,63.0,77.0,61.0,70.0
12-04,61.0,67.0,76.0,69.0,59.0,79.0,47.0,78.0,67.0,63.0,79.0,67.0,74.0,67.0,68.0
12-05,62.0,74.0,78.0,73.0,64.0,79.0,47.0,81.0,50.0,69.0,75.0,72.0,63.0,72.0,68.0
12-06,63.0,73.0,76.0,71.0,61.0,81.0,50.0,77.0,52.0,68.0,79.0,70.0,70.0,69.0,69.0
12-07,63.0,75.0,70.0,66.0,61.0,74.0,61.0,74.0,58.0,74.0,77.0,65.0,60.0,59.0,67.0
12-08,68.0,67.0,58.0,64.0,56.0,79.0,60.0,71.0,57.0,74.0,76.0,68.0,62.0,65.0,66.0
12-09,72.0,70.0,58.0,58.0,56.0,78.0,66.0,69.0,51.0,73.0,77.0,72.0,72.0,67.0,67.0
12-10,71.0,66.0,56.0,62.0,62.0,75.0,69.0,62.0,61.0,75.0,80.0,75.0,73.0,69.0,68.0
12-11,67.0,62.0,48.0,72.0,63.0,73.0,68.0,67.0,74.0,76.0,74.0,73.0,73.0,72.0,69.0
12-12,68.0,66.0,54.0,76.0,66.0,77.0,56.0,73.0,71.0,77.0,50.0,75.0,72.0,67.0,68.0
12-13,63.0,70.0,62.0,71.0,69.0,82.0,50.0,68.0,64.0,62.0,58.0,75.0,76.0,63.0,67.0
12-14,63.0,72.0,54.0,55.0,58.0,80.0,53.0,55.0,64.0,58.0,53.0,79.0,70.0,67.0,63.0
12-15,61.0,76.0,56.0,61.0,67.0,74.0,58.0,56.0,67.0,68.0,51.0,83.0,70.0,64.0,65.0
12-16,61.0,76.0,61.0,60.0,72.0,66.0,65.0,55.0,77.0,66.0,52.0,77.0,68.0,70.0,66.0
12-17,62.0,62.0,67.0,70.0,72.0,62.0,66.0,61.0,82.0,57.0,55.0,64.0,56.0,68.0,65.0
12-18,66.0,58.0,70.0,58.0,71.0,68.0,52.0,68.0,78.0,57.0,71.0,60.0,59.0,64.0,64.0
12-19,68.0,50.0,61.0,61.0,69.0,74.0,51.0,56.0,70.0,60.0,65.0,71.0,63.0,68.0,63.0
12-20,72.0,50.0,65.0,63.0,71.0,74.0,59.0,63.0,53.0,63.0,62.0,74.0,68.0,76.0,65.0
12-21,78.0,57.0,55.0,67.0,72.0,71.0,58.0,69.0,54.0,63.0,66.0,70.0,58.0,71.0,65.0
12-22,80.0,56.0,52.0,70.0,67.0,69.0,56.0,71.0,58.0,65.0,59.0,69.0,55.0,74.0,64.0
12-23,75.0,58.0,59.0,59.0,50.0,58.0,50.0,68.0,65.0,61.0,67.0,63.0,65.0,74.0,62.0
12-24,76.0,64.0,69.0,63.0,56.0,67.0,55.0,62.0,69.0,65.0,67.0,66.0,74.0,73.0,66.0
12-25,80.0,68.0,62.0,62.0,57.0,71.0,62.0,55.0,68.0,67.0,60.0,52.0,75.0,70.0,65.0
12-26,76.0,74.0,56.0,57.0,55.0,66.0,64.0,65.0,65.0,52.0,47.0,61.0,72.0,54.0,62.0
12-27,69.0,75.0,46.0,45.0,59.0,60.0,66.0,54.0,68.0,50.0,52.0,70.0,70.0,57.0,60.0
12-28,69.0,45.0,51.0,58.0,58.0,61.0,68.0,55.0,65.0,57.0,56.0,69.0,79.0,50.0,60.0
12-29,68.0,49.0,54.0,73.0,61.0,59.0,72.0,64.0,65.0,61.0,52.0,70.0,81.0,50.0,63.0
12-30,70.0,55.0,63.0,76.0,62.0,50.0,78.0,59.0,67.0,71.0,59.0,69.0,81.0,54.0,65.0
12-31,70.0,61.0,64.0,76.0,61.0,45.0,76.0,49.0,72.0,60.0,62.0,58.0,76.0,53.0,63.0
